列表,业务,云端标注,本地标注,云端&本地结果对比,是否集内,是否800条,业务名,标注结果,标注操作
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_047_F026_coder.wav.pcm,train,麻烦订两张到北京的动车特等座的火车票,麻烦订两张到北京的动车特等座的火车票,TRUE,0,是,train,"{
 ""seat"":""特等座"",
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""动车""
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_054_M008_coder.wav.pcm,train,麻烦帮我查一下3月4号合肥到安庆的空调火车票还有剩余的吗,麻烦帮我查一下三月四号合肥到安庆的空调火车票还有剩余的吗,FALSE,0,是,train,"{
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""安庆"",
  ""city"":""安庆市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""空调"",
 ""startDate"":{
  ""date"":""2016-03-04"",
  ""dateOrig"":""三月四号"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_061_M008_coder.wav.pcm,train,麻烦订两张动车的火车票,麻烦订两张动车的火车票,TRUE,0,是,train,"{
 ""category"":""动车""
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_068_M008_coder.wav.pcm,train,这个月的去合肥的火车票,这个月的去合肥的火车票,TRUE,0,是,train,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""这个月"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_075_M008_coder.wav.pcm,train,查询11月9号到10号去上海的火车票,查询十一月九号到十号去上海的火车票,FALSE,0,是,train,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-11-09"",
  ""endDate"":""2015-11-10"",
  ""dateOrig"":""十一月九号"",
  ""type"":""DT_INTERVAL"",
  ""endDateOrig"":""十号""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_082_F027_coder.wav.pcm,train,元旦去合肥的火车票还有剩余吗,元旦去合肥的火车票还有剩余吗,TRUE,0,是,train,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-01-01"",
  ""dateOrig"":""元旦"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_089_F027_coder.wav.pcm,train,麻烦帮我查一下3月4号到安庆的空调硬座火车票还有剩余的吗,麻烦帮我查一下三月四号到安庆的空调硬座火车票还有剩余的吗,FALSE,0,是,train,"{
 ""seat"":""空调硬座"",
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""安庆"",
  ""city"":""安庆市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-03-04"",
  ""dateOrig"":""三月四号"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_096_F027_coder.wav.pcm,train,查一下今天合肥到上海的火车票,查一下今天合肥到上海的火车票,TRUE,0,是,train,"{
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""今天"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_103_F027_coder.wav.pcm,train,帮我订一张29号合肥到上海的动车一等座的火车票,帮我订一张二九号合肥到上海的动车一等座的火车票,FALSE,0,是,train,"{
 ""seat"":""一等座"",
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""动车"",
 ""startDate"":{
  ""date"":""2015-11-29"",
  ""dateOrig"":""二九号"",
  ""type"":""DT_BASIC""
 }
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_110_F027_coder.wav.pcm,train,合肥到上海的火车票4月30号的还有没有,合肥到上海的火车票四月三十号的还有没有,FALSE,0,是,train,"{
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-04-30"",
  ""dateOrig"":""四月三十号"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_117_M009_coder.wav.pcm,train,麻烦订两张3月3号单程的动车特等座的火车票,麻烦订两张三月三号单程的动车特等座的火车票,FALSE,0,是,train,"{
 ""seat"":""特等座"",
 ""category"":""动车"",
 ""type"":""单程"",
 ""startDate"":{
  ""date"":""2016-03-03"",
  ""dateOrig"":""三月三号"",
  ""type"":""DT_BASIC""
 }
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_124_M009_coder.wav.pcm,train,查一下火车票还有吗,查一下火车票还有吗,TRUE,0,是,train,{},QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_131_M010_coder.wav.pcm,train,帮我订一张合肥到郑州的动车商务座,帮我订一张合肥到郑州的动车商务座,TRUE,0,是,train,"{
 ""seat"":""商务座"",
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""郑州"",
  ""city"":""郑州市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""动车""
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_138_M010_coder.wav.pcm,train,帮我订一张单程到上海的动车一等座的火车票,帮我订一张单程到上海的动车一等座的火车票,TRUE,0,是,train,"{
 ""seat"":""一等座"",
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""动车"",
 ""type"":""单程""
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_145_M010_coder.wav.pcm,train,3月的去合肥的火车票,三月的去合肥的火车票,FALSE,0,是,train,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-03-13"",
  ""dateOrig"":""三月"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_002_F002_coder.wav.pcm,vehicle_info,制动是否正常,制动是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""制动""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_009_F002_coder.wav.pcm,vehicle_info,发动机怎么了,发动机怎么了,TRUE,1,是,vehicleInfo,"{
 ""name"":""发动机""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_016_F024_coder.wav.pcm,vehicle_info,帮忙查一下水温是否正常,帮忙查一下水温是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""水温""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_023_F025_coder.wav.pcm,vehicle_info,帮忙检查下刹车系统是否正常,帮忙检查下刹车系统是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""刹车""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_030_F025_coder.wav.pcm,vehicle_info,帮忙看看刹车系统是否正常,帮忙看看刹车系统是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""刹车""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_037_M007_coder.wav.pcm,vehicle_info,帮我检查下胎压,帮我检查下胎压,TRUE,1,是,vehicleInfo,"{
 ""name"":""胎压""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_044_F026_coder.wav.pcm,vehicle_info,当前胎压多少,当前胎压多少,TRUE,1,是,vehicleInfo,"{
 ""name"":""胎压""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_051_M008_coder.wav.pcm,vehicle_info,我想知道空调系统是否正常,我想知道空调系统是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""空调""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_058_M008_coder.wav.pcm,vehicle_info,查一下空调系统是否正常,查一下空调系统是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""空调""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_065_M008_coder.wav.pcm,vehicle_info,检查一下发动机,检查一下发动机,TRUE,1,是,vehicleInfo,"{
 ""name"":""发动机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_072_M008_coder.wav.pcm,vehicle_info,水温是否正常,水温是否正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""水温""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_079_M008_coder.wav.pcm,vehicle_info,看看我的制动是否有问题,看看我的制动是否有问题,TRUE,1,是,vehicleInfo,"{
 ""name"":""制动""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_086_F027_coder.wav.pcm,vehicle_info,胎压如何,胎压如何,TRUE,1,是,vehicleInfo,"{
 ""name"":""胎压""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_093_F027_coder.wav.pcm,vehicle_info,请帮我看一下空调系统是不是正常,请帮我看一下空调系统是不是正常,TRUE,1,是,vehicleInfo,"{
 ""name"":""空调""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\25vehicle\25vehicle_100_F027_coder.wav.pcm,vehicle_info,还能跑多少公里,还能跑多少公里,TRUE,1,是,vehicleInfo,"{
 ""name"":""油量""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_007_F002_coder.wav.pcm,weather,上海未来一周天气,上海未来一周天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_014_F024_coder.wav.pcm,weather,丹东明天的气温多少度,丹东明天的气温多少度,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""温度"",
 ""location"":{
  ""cityAddr"":""丹东"",
  ""city"":""丹东市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_021_F025_coder.wav.pcm,weather,九江星期日多少度,九江星期日多少度,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-18"",
  ""dateOrig"":""星期日"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""温度"",
 ""location"":{
  ""cityAddr"":""九江"",
  ""city"":""九江市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_028_F025_coder.wav.pcm,weather,今天有没有下雨,今天有没有下雨,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""今天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""雨"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""questionWord"":""有没有"",
 ""queryType"":""确认""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_035_M007_coder.wav.pcm,weather,伊春最近会下雨吗,伊春最近会下雨吗,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""最近"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""雨"",
 ""location"":{
  ""cityAddr"":""伊春"",
  ""city"":""伊春市"",
  ""type"":""LOC_BASIC""
 },
 ""questionWord"":""会"",
 ""queryType"":""确认""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_042_F026_coder.wav.pcm,weather,北京天气,北京天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_049_F026_coder.wav.pcm,weather,南京什么天气,南京什么天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""南京"",
  ""city"":""南京市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_056_M008_coder.wav.pcm,weather,合肥啥天气,合肥啥天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_063_M008_coder.wav.pcm,weather,合肥明天的天气怎么样,合肥明天的天气怎么样,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_070_M008_coder.wav.pcm,weather,合肥现在冷吗,合肥现在冷吗,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""现在"",
  ""time"":""08:41:42"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""温度"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryValue"":""冷"",
 ""queryType"":""程度""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_077_M008_coder.wav.pcm,weather,周三天气保定,周三天气保定,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""周三"",
  ""type"":""DT_BASIC""
 },
 ""location"":{
  ""cityAddr"":""保定"",
  ""city"":""保定市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_084_F027_coder.wav.pcm,weather,大后天的天气,大后天的天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-16"",
  ""dateOrig"":""大后天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_091_F027_coder.wav.pcm,weather,天气预报,天气预报,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_098_F027_coder.wav.pcm,weather,帮我查下乌鲁木齐的天气,帮我查下乌鲁木齐的天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""乌鲁木齐"",
  ""city"":""乌鲁木齐市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_105_F027_coder.wav.pcm,weather,我想知道合肥后天的气温,我想知道合肥后天的气温,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-15"",
  ""dateOrig"":""后天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""温度"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_112_M009_coder.wav.pcm,weather,播报一下合肥的天气,播报一下合肥的天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_119_M009_coder.wav.pcm,weather,明天什么天气,明天什么天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_126_M009_coder.wav.pcm,weather,明天晴天吗,明天晴天吗,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""晴"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""queryType"":""确认""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_133_M010_coder.wav.pcm,weather,明晨泰山的气温如何,明晨泰山的气温如何,TRUE,0,是,weather,"{
 ""datetime"": {
 ""timeOrig"": ""早上"",
 ""dateOrig"": ""明天"",
 ""time"": ""06:00:00"",
 ""date"": ""2015-10-14"",
 ""endDate"": ""2015-10-14"",
 ""endTime"": ""12:00:00"",
 ""type"": ""DT_INTERVAL""
  },
 ""subfocus"":""温度"",
 ""location"":{
  ""area"":""泰山区"",
  ""areaAddr"":""泰山"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_140_M010_coder.wav.pcm,weather,星期天合肥热不热,星期天合肥热不热,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-18"",
  ""dateOrig"":""星期天"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""温度"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryValue"":""热"",
 ""queryType"":""程度""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_147_M010_coder.wav.pcm,weather,最近几天有雨吗,最近几天有雨吗,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""dateOrig"":""最近几天"",
  ""type"":""DT_ORIGINAL""
 },
 ""subfocus"":""雨"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""questionWord"":""有"",
 ""queryType"":""确认""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_154_M011_coder.wav.pcm,weather,最近的天气,最近的天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""最近"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_161_M011_coder.wav.pcm,weather,查一下合肥的天气,查一下合肥的天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""queryType"":""内容""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_168_M011_coder.wav.pcm,weather,查查中卫星期二会不会下雨,查查中卫星期二会不会下雨,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""星期二"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""雨"",
 ""location"":{
  ""cityAddr"":""中卫"",
  ""city"":""中卫市"",
  ""type"":""LOC_BASIC""
 },
 ""questionWord"":""会不会"",
 ""queryType"":""确认""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\26weather\26weather_175_M011_coder.wav.pcm,weather,查询天气,查询天气,TRUE,0,是,weather,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""type"":""DT_BASIC""
 },
 ""subfocus"":""天气状态"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""queryType"":""内容""
}",QUERY
