用户说法,user_data
在西街32号上,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150148448"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|中国黄金|温州市梧慈路381|中国黄金安阳店|温州市拱瑞山路198|中国黄金梧慈路|温州市瓯海区|中国黄金罗东街|温州市永中罗东街331号|中国黄金公园路|温州市公园路15""},""dataInfo"":{""end_poi"":{""poi"":""中国黄金"",""lat"":""27.954757"",""tel"":"""",""area"":""温州市瓯海区"",""lng"":""120.657986""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""中国黄金"",""温州市梧慈路381"",""中国黄金安阳店"",""温州市拱瑞山路198"",""中国黄金梧慈路"",""温州市瓯海区"",""中国黄金罗东街"",""温州市永中罗东街331号"",""中国黄金公园路"",""温州市公园路15""]}"
导航,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150151692"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|中国黄金|温州市梧慈路381|中国黄金安阳店|温州市拱瑞山路198|中国黄金梧慈路|温州市瓯海区|中国黄金罗东街|温州市永中罗东街331号|中国黄金公园路|温州市公园路15""},""dataInfo"":{""end_poi"":{""poi"":""中国黄金"",""lat"":""27.954757"",""tel"":"""",""area"":""温州市瓯海区"",""lng"":""120.657986""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""中国黄金"",""温州市梧慈路381"",""中国黄金安阳店"",""温州市拱瑞山路198"",""中国黄金梧慈路"",""温州市瓯海区"",""中国黄金罗东街"",""温州市永中罗东街331号"",""中国黄金公园路"",""温州市公园路15""]}"
我想去欧风街,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150154997"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|7小时28分钟|704公里|红绿灯8个|收费330元|方案2|8小时1分钟|737公里|开始导航|设置车牌避开聊城市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""中国黄金"",""lat"":""27.954757"",""tel"":"""",""area"":""温州市瓯海区"",""lng"":""120.657986""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""7小时28分钟"",""704公里"",""红绿灯8个"",""收费330元"",""方案2"",""8小时1分钟"",""737公里"",""开始导航"",""设置车牌避开聊城市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
那就欧风街教堂,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150158357"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|欧陆风情酒吧街|深圳市深南大道9037号世界之窗欧风街广场|欧风金箔行|深圳市龙岗区""},""dataInfo"":{""end_poi"":{""poi"":""欧陆风情酒吧街"",""lat"":""22.536076"",""tel"":"""",""area"":""深圳市南山区"",""lng"":""113.973021""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""欧陆风情酒吧街"",""深圳市深南大道9037号世界之窗欧风街广场"",""欧风金箔行"",""深圳市龙岗区""]}"
搜索欧风街教堂附近的加油站,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150201602"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|欧陆风情酒吧街|深圳市深南大道9037号世界之窗欧风街广场|欧风金箔行|深圳市龙岗区""},""dataInfo"":{""end_poi"":{""poi"":""欧陆风情酒吧街"",""lat"":""22.536076"",""tel"":"""",""area"":""深圳市南山区"",""lng"":""113.973021""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""欧陆风情酒吧街"",""深圳市深南大道9037号世界之窗欧风街广场"",""欧风金箔行"",""深圳市龙岗区""]}"
选择距离最近的,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150205437"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|建业冠德加油站|深圳市布心路2033|东湖加油站|深圳市布心路2033号|广东深圳布吉加油站龙岗大道|深圳市龙岗区|鹏吉源加油站|深圳市布吉路1022|布心加油站|深圳市布心路10101018号""},""dataInfo"":{""end_poi"":{""poi"":""建业冠德加油站"",""lat"":""22.574444"",""tel"":"""",""area"":""深圳市罗湖区"",""lng"":""114.134444""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""建业冠德加油站"",""深圳市布心路2033"",""东湖加油站"",""深圳市布心路2033号"",""广东深圳布吉加油站龙岗大道"",""深圳市龙岗区"",""鹏吉源加油站"",""深圳市布吉路1022"",""布心加油站"",""深圳市布心路10101018号""]}"
导航,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150208812"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""武城县银山棉厂(南1门)"",""lat"":""37.202153"",""tel"":"""",""area"":""德州市武城县"",""lng"":""115.987569""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|广东深圳布吉加油站龙岗大道|距离56|地址深圳市龙岗区""},""dataInfo"":{""end_poi"":{""poi"":""广东深圳布吉加油站(龙岗大道)"",""lat"":""22.594201"",""tel"":"""",""area"":""深圳市龙岗区"",""lng"":""114.116944""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""广东深圳布吉加油站龙岗大道"",""距离56"",""地址深圳市龙岗区""]}"
前往宁乡灰汤,"{""UserData"":{""serialNo"":""M1AT020102000007_2017060115021247"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""广东深圳布吉加油站(龙岗大道)"",""lat"":""22.594201"",""tel"":"""",""area"":""深圳市龙岗区"",""lng"":""114.116944""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""广东深圳布吉加油站(龙岗大道)"",""lat"":""22.594201"",""tel"":"""",""area"":""深圳市龙岗区"",""lng"":""114.116944""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""缩小图面"",""放大图面"",""仅供测试""]}"
去加油站,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150215527"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""广东深圳布吉加油站(龙岗大道)"",""lat"":""22.594201"",""tel"":"""",""area"":""深圳市龙岗区"",""lng"":""114.116944""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|宁乡农商银行灰汤支行|长沙市宁乡县|灰汤村|灰汤镇|宁乡县灰汤供水有限责任公司|宁乡县国土资源局灰汤镇管理所""},""dataInfo"":{""end_poi"":{""poi"":""宁乡农商银行(灰汤支行)"",""lat"":""27.989444"",""tel"":"""",""area"":""长沙市宁乡县"",""lng"":""112.333681""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""宁乡农商银行灰汤支行"",""长沙市宁乡县"",""灰汤村"",""灰汤镇"",""宁乡县灰汤供水有限责任公司"",""宁乡县国土资源局灰汤镇管理所""]}"
走最近的路线,"{""UserData"":{""serialNo"":""M1AT020102000007_201706011502189"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""广东深圳布吉加油站(龙岗大道)"",""lat"":""22.594201"",""tel"":"""",""area"":""深圳市龙岗区"",""lng"":""114.116944""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|加油站云南南路|上海城区车站东路193号|三电加油站|上海城区重庆南路273|成都路加油站|上海城区成都北路118|国货路加油站|上海城区国货路398|海绿中加油站|上海城区蒙自路278""},""dataInfo"":{""end_poi"":{""poi"":""加油站(云南南路)"",""lat"":""31.224826"",""tel"":"""",""area"":""上海城区黄浦区"",""lng"":""121.482639""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""加油站云南南路"",""上海城区车站东路193号"",""三电加油站"",""上海城区重庆南路273"",""成都路加油站"",""上海城区成都北路118"",""国货路加油站"",""上海城区国货路398"",""海绿中加油站"",""上海城区蒙自路278""]}"
导航,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150222336"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""广东深圳布吉加油站(龙岗大道)"",""lat"":""22.594201"",""tel"":"""",""area"":""深圳市龙岗区"",""lng"":""114.116944""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|加油站云南南路|距离550|地址上海城区车站东路193号""},""dataInfo"":{""end_poi"":{""poi"":""加油站(云南南路)"",""lat"":""31.224826"",""tel"":"""",""area"":""上海城区黄浦区"",""lng"":""121.482639""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""加油站云南南路"",""距离550"",""地址上海城区车站东路193号""]}"
我要去黄山,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150225619"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""加油站(云南南路)"",""lat"":""31.224826"",""tel"":"""",""area"":""上海城区黄浦区"",""lng"":""121.482639""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""加油站(云南南路)"",""lat"":""31.224826"",""tel"":"""",""area"":""上海城区黄浦区"",""lng"":""121.482639""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""缩小图面"",""放大图面"",""仅供测试""]}"
到黄山风景区,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150229297"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""加油站(云南南路)"",""lat"":""31.224826"",""tel"":"""",""area"":""上海城区黄浦区"",""lng"":""121.482639""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|黄山市|黄山市安徽省黄山市屯溪区天都大道1|黄山区|黄山市安徽省黄山市黄山区036|黄山风景区|黄山市036|黄山市黄山区""},""dataInfo"":{""end_poi"":{""poi"":""黄山市"",""lat"":""29.71537104"",""tel"":"""",""area"":""黄山市屯溪区"",""lng"":""118.3390683""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""黄山市"",""黄山市安徽省黄山市屯溪区天都大道1"",""黄山区"",""黄山市安徽省黄山市黄山区036"",""黄山风景区"",""黄山市036"",""黄山市黄山区""]}"
就是x036的黄山风景区,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601150232889"",""mapU::navi"":{""sceneStatus"":""navigation"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""龙亭北路"",""lat"":""34.811806"",""tel"":"""",""area"":""开封市龙亭区"",""lng"":""114.348854""},""start_poi"":{},""reference_poi"":{}}}},""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""加油站(云南南路)"",""lat"":""31.224826"",""tel"":"""",""area"":""上海城区黄浦区"",""lng"":""121.482639""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|黄山风景区|黄山市黄山区|黄山风景区法庭|黄山风景区售票处|黄山风景区博物馆|黄山风景区新国线""},""dataInfo"":{""end_poi"":{""poi"":""黄山风景区"",""lat"":""30.134073"",""tel"":"""",""area"":""黄山市黄山区"",""lng"":""118.176926""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""黄山风景区"",""黄山市黄山区"",""黄山风景区法庭"",""黄山风景区售票处"",""黄山风景区博物馆"",""黄山风景区新国线""]}"
